번호,도서관명,도서관홈페이지,상품종류,제목,저자,출판사,출판일,국제표준도서번호,보유 종수,공급사,대분류,중분류,데이터 기준일자
10621,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,겨울의 꿈,미루나무 편집부,미루나무,,,5,BC,소설,외국소설,2025-08-22
10622,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"겨울의 죽음 - CSI : 과학수사대, 뉴욕 1",김종각,찬우물,,,5,BC,소설,SF/판타지,2025-08-22
10623,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,겨울의 환,김채원,eBook21.com,,,5,BC,소설,한국소설,2025-08-22
10624,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,견우직녀(한글),시사영어사,YBM시사닷컴,,,5,BC,유아,그림책,2025-08-22
10625,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,결국은 아름다움이 우리를 구원할 거야 1 - 현경 순례기,정현경,열림원,,,5,BC,시/에세이,에세이,2025-08-22
10626,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,결국은 아름다움이 우리를 구원할 거야 2 - 현경 순례기,정현경,열림원,,,5,BC,시/에세이,에세이,2025-08-22
10627,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,결혼 늦은 용서,윤태루,신영미디어,,,5,BC,소설,로맨스,2025-08-22
10628,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,결혼 대사기극,김용숙,글로세움,,,3,BC,시/에세이,에세이,2025-08-22
10629,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,겸손의 리더십 - 몸을 낮추어 마음을 얻는 법,김경복,랜덤하우스코리아,,,5,BC,경제/경영,경영관리,2025-08-22
10630,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경이로운 색채치료 - 건강의학정보 21,카시마 하루키,중앙생활사,,,5,BC,건강/의학,건강일반,2025-08-22
10631,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제 발전을 위해 할 일,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10632,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제기사 궁금증 300문 300답 - 2006년 전면 개정판,곽해선,동아일보사,,,5,BC,경제/경영,경영일반,2025-08-22
10633,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제기사랑 친해지기,은정수,새로운제안,,,5,BC,경제/경영,경영일반,2025-08-22
10634,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제를 꿀꺽 - 온 가족이 함께 배우는 알기쉬운 경제,김준수,무한,,,5,BC,아동,어린이학습/자기계발,2025-08-22
10635,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제사고를 연마하여 틈새시장을 만드는 100가지 제안,구사카 기민토,Leaders,,,5,BC,자기계발,성공/처세,2025-08-22
10636,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제야 놀자 - 청소년을 위한 경제 이야기,김상헌,평단문화사,,,5,BC,경제/경영,경영일반,2025-08-22
10637,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,경제의 기초,김상우,작크와콩나무,,,5,BC,아동,어린이학습/자기계발,2025-08-22
10638,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계속모드 - 목표달성이 쉬워지는 계속하는 기술,이광철,다산라이프,,,5,BC,자기계발,성공/처세,2025-08-22
10639,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,"계절별, 학년별 체험학습 어디로 가면 좋을까?",유연태,예담프렌드,,,5,BC,아동,어린이학습/자기계발,2025-08-22
10640,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절에 따른 별자리,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10641,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절에 따른 생활,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10642,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절에 따른 생활 모습,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10643,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절에 따른 식생활,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10644,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절을 이기는 생활,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10645,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,계절의 변화와 주민 생활,엑스트라클래스,엑스트라클래스,,,5,BC,유아,그림책,2025-08-22
10646,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고갱 I,초승달 편집부,초승달,,,5,BC,시/에세이,기타,2025-08-22
10647,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고갱 II,초승달 편집부,초승달,,,5,BC,시/에세이,기타,2025-08-22
10648,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고갱 III,초승달 편집부,초승달,,,5,BC,시/에세이,기타,2025-08-22
10649,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고교생이 알아야 할 시조,구인환,신원문화사,,,5,BC,시/에세이,시,2025-08-22
10650,여의샛강,www.ydplib.or.kr/yulib/index.do,전자책,고기잡이는 갈대를 꺾지 않는다,김주영,eBook21.com,,,5,BC,소설,한국소설,2025-08-22
