번호,구분,상품번호,대분류,서명,저자,출판사,보유 권수,데이터기준일
919,전자책,121913717,가정과생활,데스런 골프 트레이닝 가이드 BASIC : 골프가 늘지 않는 이유는 몸에 있다!,"팀 데스런 저/석정현,이종범 그림/필립 사진",더디퍼런스,1,2025-07-01
920,전자책,126406493,인문／사회,데이비드 차머스,한우진 저,커뮤니케이션북스,1,2025-07-01
921,전자책,110215669,어린이/청소년,데이지,마이라 제프 저/송섬별 역,양철북,1,2025-07-01
922,전자책,128124647,컴퓨터와인터넷,데이터 분석 및 통계 애플리케이션,"노석,왕문룡,손우 저",좋은땅,1,2025-07-01
923,전자책,127191567,컴퓨터와인터넷,"데이터 분석을 위한 줄리아 : 시계열 데이터, 예측 모델, 랭킹 등 핸즈온 프로젝트로 마스터하는 줄리아 데이터 분석",보구밀 카민스키 저/류현지 역,제이펍,1,2025-07-01
924,전자책,116575427,컴퓨터와인터넷,데이터 시각화와 탐색 with POWER BI 2nd,"마경근,서주란 공저",영진닷컴,1,2025-07-01
925,전자책,108840312,경제／경영,데이터 천재들은 어떻게 기획하고 분석할까? : 직관을 넘어 핵심을 꿰뚫는 데이터 분석의 절대 법칙,"조성준,조재희,김성범,이성임,조성배,이영훈 공저",21세기북스,2,2025-07-01
926,전자책,124733218,경제／경영,데이터는 예측하지 않는다 : 데이터에 관한 꼭 알아야 할 오해와 진실,김송규 저,좋은습관연구소,1,2025-07-01
927,전자책,126822358,컴퓨터와인터넷,데이터베이스 관리 시스템 : 데이터 관련 요구 사항 파악에서 DBMS의 설계와 응용까지,조민호 저,정보문화사,1,2025-07-01
928,전자책,124808055,컴퓨터와인터넷,"데이터베이스 야키텍쳐 - 관계형 데이터베이스, 분산 데이터베이스, 클라이언트-서버 아키텍처, 데이터 웨어하우스, 데이터 마트, 복제, 샤딩, 클러스터링, 인덱싱, 트랜잭션 : 실무자가 물어보는 취직, 면접 관련 지식들 39",씨익북스 편집부 저,씨익북스,1,2025-07-01
929,전자책,125701431,컴퓨터와인터넷,데이터이쿠 무작정 따라해보기,김강희 저,복두출판사,1,2025-07-01
930,전자책,114252141,자기관리,데일 카네기 성공대화론,데일 카네기 저임상훈 역,현대지성,1,2025-07-01
931,전자책,124309006,자기관리,데일 카네기 인생경영론,데일 카네기 저/이종인 역,현대지성,1,2025-07-01
932,전자책,117014922,자기관리,데일 카네기 자기 관리론(무삭제 완역본),"데일 카네기 저/유광선,김광수,장비안 공역",와일드북,1,2025-07-01
933,전자책,124854036,가정과생활,도그 마사지의 힘,야마다 리코 감수/정영희 역,블루무스,1,2025-07-01
934,전자책,126191583,문학,도깨비섬,배준 저,네오픽션,1,2025-07-01
935,전자책,115222181,경제／경영,도박꾼이 아니라 트레이더가 되어라 : 데이트레이딩 최고 전략가의 매일 꾸준히 수익내는 기술,앤드루 아지즈 저/김태훈 역,해의시간,1,2025-07-01
936,전자책,116070241,어린이/청소년,도시 식물 탐험대  : 식물 찾아 걷자! 우리 동네 한 바퀴,"손연주,박민지,안현지 글/김완순 감수",주니어RHK,2,2025-07-01
937,전자책,108434467,문학,도시 악어,"글라인,이화진 글/루리 그림",요요,2,2025-07-01
938,전자책,124531502,인문／사회,"도시는 왜 역사를 보존하는가 : 정통성 획득부터 시민정신 구현까지, 역사적 경관을 둘러싼 세계 여러 도시의 어제와 오늘",로버트 파우저 저,혜화1117,1,2025-07-01
939,전자책,109316207,인문／사회,도시로 보는 동남아시아사,"강희정,김종호 등저",사우,1,2025-07-01
940,전자책,106384760,인문／사회,도시를 바꾸는 새 : 새의 선물을 도시에 들이는 법,티모시 비틀리 저/김숲 역,원더박스,1,2025-07-01
941,전자책,115381024,경제／경영,도시의 생존  : 도시의 성장은 계속될 것인가,"에드워드 글레이저,데이비드 커틀러 공저/이경식 역",한국경제신문사(한경비피),2,2025-07-01
942,전자책,126443723,인문／사회,도시전설의 모든 것,얀 해럴드 브룬반드 저/박중서 역,위즈덤하우스,2,2025-07-01
943,전자책,125447812,어린이/청소년,도전! 초등 지식왕 시사 상식을 파고파고,문연정 글/이정화 그림,M&Kids,1,2025-07-01
944,전자책,126158444,자기관리,도쿄대 암기법 : 암기의 신이 알려주는 기억력 200% 활용법,미야구치 기미토시 저/김윤경 역,빅피시,1,2025-07-01
945,전자책,125749520,경제／경영,도쿄를 바꾼 빌딩들 : 디벨로퍼와 함께하는 도쿄여행,박희윤 저,북스톤,1,2025-07-01
946,전자책,124643738,문학,도플갱어 살인사건,애슐리 칼라지언 블런트 저/배효진 역,북플라자,1,2025-07-01
947,전자책,113485164,어린이/청소년,독수리의 오시오 고민 상담소,정유리 글/최미란 그림,봄볕,1,2025-07-01
948,전자책,126299289,경제／경영,돈 모을 때 시작하는 금융투자 공부 : 복잡한 세상에서 돈은 어떻게 불어나는가?,임경 저,생각비행,1,2025-07-01
949,전자책,125183435,경제／경영,돈 벌러 농촌으로 갑니다.  : 서울대 농경제 박사수료생의 당찬 스마트팜 도전기,강윤영 저,굿인포메이션,1,2025-07-01
950,전자책,122564751,경제／경영,"돈, 뜨겁게 사랑하고 차갑게 다루어라",앙드레 코스톨라니 저/한윤진 역,미래의창,1,2025-07-01
951,전자책,109155909,인문／사회,돈으로 움직이는 교실 이야기 : 초등학교 교실에서 펼쳐지는 어린이를 위한 경제교육,옥효진 저,책밥,1,2025-07-01
952,전자책,124494549,경제／경영,돈은 모든 것을 바꾼다 : 부의 시작점에 선 당신에게,김운아 저,한국경제신문사(한경비피),2,2025-07-01
953,전자책,124807996,경제／경영,돈은 어떻게 움직이는가? : 원화와 외화 그리고 금리와 환율의 긴밀한 연결고리,"임경,권준석 공저",생각비행,1,2025-07-01
954,전자책,117814833,경제／경영,돈은 좋지만 재테크는 겁나는 너에게 : 혼자서는 막막한 20대에게 뿅글이가 알려주는 돈을 다루고 불리는 비밀,뿅글이 저,황금부엉이,1,2025-07-01
955,전자책,118805917,경제／경영,"돈은, 너로부터다","김종봉,제갈현열 공저",다산북스,2,2025-07-01
956,전자책,126288108,경제／경영,돈의 권력,폴 시어드 저/이정훈 역,다산북스,2,2025-07-01
957,전자책,119049204,경제／경영,돈의 규칙  : 돈은 당신의 명령을 기다린다,신민철(처리형) 저,베가북스,1,2025-07-01
958,전자책,128252404,경제／경영,돈의 지배,이상헌 저,좋은땅,1,2025-07-01
959,전자책,125554547,자기관리,돈이 되는 글쓰기,조자룡 저,북아지트,1,2025-07-01
960,전자책,124894561,문학,돌봄의 찻상 : 차의 템포로 자신의 마음과 천천히 걷기,연희 저,메디치미디어,1,2025-07-01
961,전자책,128863111,인문／사회,돌아오지 못한 해병 : 채 상병 사건 수사의 진실,구용회 저,메디치미디어,1,2025-07-01
962,전자책,124869166,문학,돌아온 고릴라와 너구리,이루리 글/유자 그림,북극곰,1,2025-07-01
963,전자책,124491854,경제／경영,돌파매매 전략,"systrader79,김대현(Nicholas Davars) 저",이레미디어,1,2025-07-01
964,전자책,130526963,어린이/청소년,동글이의 데굴데굴 여행,조경진 저,상상나래,1,2025-07-01
965,전자책,126952700,인문／사회,동남아시아의 역사,황은실 저,살림출판사,2,2025-07-01
966,전자책,126597788,인문／사회,동등한 우리,매기 도허티 저/이주혜 역,위즈덤하우스,2,2025-07-01
967,전자책,115220488,인문／사회,"동물에게 권리가 있는 이유 : 기후 위기 시대, 동물과 더불어 살아가는 법","김지숙,고경원,김산하,김나연,이형주 글",나무를심는사람들,1,2025-07-01
968,전자책,125594357,인문／사회,동서신비주의,루돌프 오토 저/김현덕 역,다르샤나,1,2025-07-01
969,전자책,129137067,국어와외국어,동화로 배우는 스페인어 올인원 : 잠들기 전 하루 한 페이지,실비아 전 저,실비아스페인어,1,2025-07-01
970,전자책,128614983,인문／사회,돼지 복지,윤진현 저,한겨레출판,2,2025-07-01
971,전자책,127101753,경제／경영,"두 갈래의 길 : 내일을 열어야 하는 중국, 어제를 넘어야 하는 인도",박번순 저,지식의날개(한국방송통신대학교출판부),1,2025-07-01
972,전자책,126189410,가정과생활,두근두근 몽골 여행,표현준 저,꿈의지도,1,2025-07-01
973,전자책,124608539,문학,"두꺼비의 피 : 흑우집, 일본 낭만 시대의 걸작 괴기 소설",다나카 고타로 저,돌도래,2,2025-07-01
974,전자책,128945736,문학,두더지 인간,김성중 저,위즈덤하우스,2,2025-07-01
975,전자책,124733775,문학,둘이 하는 혼잣말 : 염습(殮襲),김하인 저,팩토리나인,1,2025-07-01
976,전자책,125338037,어린이/청소년,"뒤죽박죽 생각 정리 글쓰기 책 : 일기, 독서 감상문, 생활문, SNS까지 단 한 권에 현직 초등 교사가 알려 주는",이한샘 글/구현지 그림,데이스타,1,2025-07-01
977,전자책,125312581,자기관리,뒤죽박죽이지만 나다운 인생을 살고 싶어!,이지민 저,미다스북스(리틀미다스),1,2025-07-01
978,전자책,120818537,어린이/청소년,뒤집으면,박종진 글/김소라 그림,소원나무,1,2025-07-01
979,전자책,125618730,어린이/청소년,드림캐처,정서휘 저,자음과모음,1,2025-07-01
980,전자책,126030246,문학,들리지 않는 어머니에게 물어보러 가다,이가라시 다이 저노수경 역,사계절,2,2025-07-01
981,전자책,125502275,문학,디스클레이머,르네 나이트 저/김효정 역,북플라자,1,2025-07-01
982,전자책,122461529,컴퓨터와인터넷,"디자인 패턴의 아름다움 : 객체지향 패러다임부터 설계 원칙, 코딩 규칙, 리팩터링 기법, 디자인 패턴까지",왕정 저 /김진호 역,제이펍,1,2025-07-01
983,전자책,126023007,컴퓨터와인터넷,"디자인, 이것만 알면 쉬워져요 with 63가지 LESSON : 레이아웃 원칙부터 배색, 타이포그래피, 인쇄, UX까지 완성도 높은 디자인의 비결","요네쿠라 아키오,이쿠타 신이치,아오야나기 치사토(베이컨) 공저/최재원 역",책만,1,2025-07-01
984,전자책,128220132,컴퓨터와인터넷,"디자인을 위한 미드저니 완벽 활용법 : 광고부터 캐릭터, 로고, 일러스트레이션, 표지, 포스터, 타이포까지 독창적인 디자인 만들기",임장한 저,위키북스,1,2025-07-01
985,전자책,124523728,가정과생활,디저트 사전  : 그 맛있는 디저트는 어디에서 왔을까?,나가이 후미에 저/이노우에 아야 그림/김수정 역,윌스타일(WILLSTYLE),1,2025-07-01
986,전자책,125711386,인문／사회,디지털 교육의 이해,"정제영,계보경,김갑수,박보람,박휴용 등저",박영스토리,1,2025-07-01
987,전자책,112033928,경제／경영,디지털 권리장전 : 디지털제국에 보내는 32가지 항소이유서,최재윤 저,어바웃어북,1,2025-07-01
988,전자책,128111403,컴퓨터와인터넷,디지털문해강사와 함께하는 스마트폰 마스터하기 : 스마트폰으로 더 쉽게 배우는 디지털 리터러시,손미연 저,에스엔에스소통연구소,1,2025-07-01
989,전자책,124850208,인문／사회,디케의 눈물 (리스타트 에디션),조국 저,다산북스,2,2025-07-01
990,전자책,126108084,문학,디폴트,오윤석 저,밥북,1,2025-07-01
991,전자책,113752169,컴퓨터와인터넷,딥러닝을 위한 수학 : 신경망 수학 기초부터 역전파와 경사하강법까지,로널드 크노이젤 저/류광 역,제이펍,1,2025-07-01
992,전자책,110243075,컴퓨터와인터넷,딥러닝을 위한 파이토치 입문,딥러닝호형 저,영진닷컴,1,2025-07-01
993,전자책,123948467,인문／사회,따라 쓰기만 해도 글이 좋아진다 : 글쓰기에 도움이 되는 필사 문장 30,김선영 저,좋은습관연구소,1,2025-07-01
994,전자책,125817351,가정과생활,따라 하고 싶은 시칠리아 여행기 : 렌터카로 떠나는 열흘간의 시칠리아 탐방,이명섭 저,북랩,1,2025-07-01
995,전자책,120465798,경제／경영,따라 하면 무조건 돈 버는 부동산 1인 법인 투자의 기술,유근용 저/성정혁 감수,비즈니스북스,1,2025-07-01
996,전자책,108389652,경제／경영,따라 하면 무조건 돈 버는 실전 부동산 경매,"유근용,정민우 저",비즈니스북스,1,2025-07-01
997,전자책,125543626,경제／경영,따박따박 상가월세 : 매달 통장에 돈이 쌓이는 상가투자,차원희(족장) 저 /손영완 그림,성공서재,1,2025-07-01
998,전자책,128719313,문학,"딱 나같은 딸을 낳았다. : 워킹맘, 영유아, 육아, 책육아, 육아맘, 금쪽이, 유아, 유아사춘기, 사춘기육아",이민아 저,도서출판 별밤,1,2025-07-01
999,전자책,115814249,어린이/청소년,딱 한마디 우리 노래,정혜원 글/조에스더 그림,천개의바람,1,2025-07-01
1000,전자책,110819389,경제／경영,딸아 주식공부 하자 : 아이를 부자로 키우는 아빠의 경제 수업,이주택 저,경향비피,1,2025-07-01
1001,전자책,119263187,자기관리,"딸아, 돈 공부 절대 미루지 마라 : 돈과 인생에 대한 가장 현실적인 조언 50",박소연 저,메이븐,1,2025-07-01
1002,전자책,126404407,가정과생활,딸은 세상의 중심으로 키워라 : 상처 주지 않고 자존감을 높이는 훈육 기술,마츠나가 노부후미 저/이수경 역,21세기북스,2,2025-07-01
1003,전자책,125576528,문학,때로는 간절함조차 아플 때가 있었다 : 나를 단단하게 만들어준 순간들에 관하여,강지영 저  저,빅피시,1,2025-07-01
1004,전자책,125970105,인문／사회,때로는 나도 숨어버리고 싶다 : 가끔 멈춰 온전히 나를 사랑하는 시간,청비쉬엔 저/김가경 역,이든서재,1,2025-07-01
1005,전자책,125084106,인문／사회,떠나는 도시 모이는 도시,이동학 저,오도스,1,2025-07-01
1006,전자책,126110925,인문／사회,또 화내고 늘 후회하고 있다면 : 분노를 가라앉히고 현명하게 화내는 40가지 방법,매튜 맥케이 등저,심심,2,2025-07-01
1007,전자책,126836531,어린이/청소년,"똑똑하게 내 마음을 말하는 법 : 울지 않고, 참지 않고, 욱하지 않고",이임숙 글/미혜 그림,데이스타,1,2025-07-01
1008,전자책,126669519,자기관리,똑똑한 사람은 어떻게 생각하고 질문하는가,이시한 저,북플레저,1,2025-07-01
1009,전자책,129111973,경제／경영,똑똑한 샵매니저는 이렇게 일합니다 : 패션 오프라인 매장운영부터 온라인 라이브방송까지,㈜글로벌휴먼스 교육팀 저,애드앤미디어,1,2025-07-01
1010,전자책,112065949,어린이/청소년,똥덩어리 삼총사,정은정 글/정인하 그림,봄개울,1,2025-07-01
1011,전자책,128725918,컴퓨터와인터넷,뚝딱뚝딱 배우는 윈도우 11,IT교재연구팀 저,시대인,1,2025-07-01
1012,전자책,124625129,컴퓨터와인터넷,뚝딱뚝딱 배우는 인터넷(Microsoft Edge),IT교재연구팀 저,시대인,1,2025-07-01
1013,전자책,117341603,가정과생활,뜨는 관광에는 이유가 있다 : 지역을 살리는 관광,한국관광공사 저,그래비티북스,1,2025-07-01
1014,전자책,131231077,문학,라비우와 링과,김서해 저,위즈덤하우스,2,2025-07-01
1015,전자책,112932904,경제／경영,라오어의 미국주식 밸류 리밸런싱,라오어 저,알키,1,2025-07-01
1016,전자책,113493171,어린이/청소년,라온미르호의 아이들,한아 글/이광일 그림,봄볕,1,2025-07-01
1017,전자책,128186596,어린이/청소년,랜덤 가족,제성은 글/조승연 그림,킨더랜드,1,2025-07-01
1018,전자책,127094634,어린이/청소년,랜드마크로 보는 세계사 이야기 : 전 세계 유명 건축물에 깃든 역사 문화 예술,구완회 글/권동현 그림,머핀북,1,2025-07-01
1019,전자책,125402956,컴퓨터와인터넷,랭체인 완벽 입문 : 혁신적인 LLM 앱을 구축하기 위한 랭체인 활용법,타무라 하루카 저/최용 역,위키북스,1,2025-07-01
1020,전자책,126286091,문학,러브 앤 티스,홍락훈 저,에이플랫,1,2025-07-01
1021,전자책,128720405,문학,러브 온 더 브레인,알리 헤이즐우드 저/허형은 역,황금시간,1,2025-07-01
1022,전자책,127191568,컴퓨터와인터넷,"러스트 서버, 서비스, 앱 만들기 : 백엔드 서버, 서비스, 프런트엔드 모두 러스트로 안전하고 빠르게 구축하기",프라부 에스왈라 저/김모세 역,제이펍,1,2025-07-01
1023,전자책,126121161,문학,레디 슛,고호 저,델피노,1,2025-07-01
1024,전자책,117498711,경제／경영,레버리지,롭 무어 저/김유미 역,다산북스,2,2025-07-01
1025,전자책,127919073,가정과생활,레벨업 금연법 : 현대인의 건강을 위한 지침서,이종상 저,보민출판사,1,2025-07-01
1026,전자책,124929551,가정과생활,레이어드,테사 허프 저/김현희 역,클,1,2025-07-01
1027,전자책,115796851,어린이/청소년,"레이첼 카슨, 침묵의 봄을 깨우다",강성은 글/민승지 그림/이수종 감수,천개의바람,1,2025-07-01
1028,전자책,129356739,자연과과학,레인보우 맨션 : 수천조의 우주 시장을 선점한 천재 너드들의 저택,애슐리 반스 저/조용빈 역,쌤앤파커스,1,2025-07-01
1029,전자책,128134292,문학,렉카 김재희,김달리 저,고즈넉이엔티,1,2025-07-01
1030,전자책,125992557,문학,로맨스 도파민,"최영원,조수연,오조,김이숨,우재윤 저",안전가옥,1,2025-07-01
1031,전자책,108930598,어린이/청소년,로봇 벌 알파,이귤희  글/최정인 그림,그린애플,1,2025-07-01
1032,전자책,124203927,컴퓨터와인터넷,"로봇 엔지니어 : 로봇, 엔지니어링, 인공지능, 자동화, 제어 시스템, 로봇 동작 알고리즘, 로봇 제작, 로봇 프로그래밍, 로봇 시스템 설계, 로봇 센서 기술 : 실무자가 물어보는 취직, 면접 관련 지식들 07",씨익북스 편집부 저,씨익북스,1,2025-07-01
1033,전자책,125183368,예술／대중문화,로절린드 크라우스,최종철 저,커뮤니케이션북스,1,2025-07-01
1034,전자책,128762058,문학,로즈웰 가는 길,코니 윌리스 저/최세진 역,아작,1,2025-07-01
1035,전자책,109025431,문학,롱 웨이 다운,제이슨 레이놀즈 글/대니카 노프고로도프 그림/전하림 역,f(에프),1,2025-07-01
1036,전자책,112250584,어린이/청소년,롱과 퐁은 지구인이 될까요?,윤여림 글/김규택 그림,천개의바람,1,2025-07-01
1037,전자책,124845679,자기관리,롱패스(Longpath) : 장기적 사고의 힘,아리 왈락 저/김시내 역/윤정구 감수,21세기북스,2,2025-07-01
1038,전자책,126182898,문학,루시 게이하트,윌라 캐더 저/임슬애 역,휴머니스트,1,2025-07-01
1039,전자책,127270021,문학,루이스 칸 : 벽돌에 말을 걸다,웬디 레서 저/김마림 역,사람의집,2,2025-07-01
1040,전자책,128945378,문학,루카스,이문영 저,위즈덤하우스,2,2025-07-01
1041,전자책,124939296,인문／사회,"르 귄, 항해하는 글쓰기 : 망망대해를 헤매는 고독한 작가를 위한, 르 귄의 글쓰기 워크숍",어슐러 K. 르 귄 저/김보은 역,비아북,1,2025-07-01
1042,전자책,122769529,예술／대중문화,리니의 펜 드로잉 클래스  : 어색한 그림은 이제 안녕!  투시법부터 어반 드로잉까지 배우는,리니(이채린) 저,동양북스(동양books),1,2025-07-01
1043,전자책,126031834,경제／경영,리더는 무엇에 집중하는가,존 맥스웰 저/이종호 역,비즈니스북스,1,2025-07-01
1044,전자책,126646314,경제／경영,리더의 각성 STRONG LEADERSHIP,김용섭 저,퍼블리온,1,2025-07-01
1045,전자책,128254774,경제／경영,리더의 본질,홍의숙 저,다산북스,2,2025-07-01
1046,전자책,129099202,경제／경영,리더의 안목 : 당신은 눈앞의 인재를 알아볼 수 있는가,오노 다케히코 저/ 김윤경 역,흐름출판,2,2025-07-01
1047,전자책,127044889,자기관리,리빌더 : 역경을 성공으로 뒤바꾼 평범한 영웅들,"세라 테이트,애나 보트 저/김경영 역",알에이치코리아(RHK),2,2025-07-01
1048,전자책,125195710,문학,리시스트라타,아리스토파네스(Aristophanes) 저/이희원 역,지만지드라마,1,2025-07-01
1049,전자책,125402958,컴퓨터와인터넷,"리액트 훅을 활용한 마이크로 상태 관리 : 리액트 상태 관리의 기본 개념부터 동작 원리와 문제 해결, 렌더링 최적화 기법까지","다이시 카토 저/이선협,김지은 공역",위키북스,1,2025-07-01
1050,전자책,117865893,컴퓨터와인터넷,리얼월드 암호학 : 블록체인과 양자 컴퓨팅까지 그림과 사례로 실용적으로 익히는 현대 암호학,데이비드 웡 저/임지순 역,제이펍,1,2025-07-01
1051,전자책,124537076,문학,리처드 2세,윌리엄 셰익스피어 저/박우수 역,열린책들,2,2025-07-01
1052,전자책,123667135,문학,리플리를 따라온 소년 : 리플리 4,퍼트리샤 하이스미스 저/김미정 역,을유문화사,2,2025-07-01
1053,전자책,123667133,문학,리플리의 게임 : 리플리 3,퍼트리샤 하이스미스 저/김미정 역,을유문화사,2,2025-07-01
1054,전자책,126966692,문학,림 : 옥구슬 민나,김여름 등저/김다솔 해설,열림원,1,2025-07-01
1055,전자책,126983242,문학,"마담 흑조는 곤란한 이야기를 청한다 : 1928, 부산",무경 저,나비클럽,1,2025-07-01
1056,전자책,126640637,문학,마라의 요람,고태라 저,아프로스미디어,1,2025-07-01
1057,전자책,128071173,문학,"마르지 않아도 잘 사는데요 : 어제는 수영선수, 오늘은 70kg 크리에이터 노은솔의 자존감 200% ‘나 사랑법’",노은솔 저,21세기북스,2,2025-07-01
1058,전자책,125794837,인문／사회,마르쿠스 가브리엘,김남시 저,커뮤니케이션북스,1,2025-07-01
1059,전자책,123686801,어린이/청소년,마법거미 저주개미,하신화 글/김진화 그림,논장,1,2025-07-01
1060,전자책,124834091,경제／경영,마법의 소액 부동산 투자,"북웰스,곽상빈 저",원앤원북스,1,2025-07-01
1061,전자책,128873841,인문／사회,마오주의 : 전 세계를 휩쓴 역사,줄리아 로벨 저/심규호 역,유월서가,1,2025-07-01
1062,전자책,125342471,인문／사회,마을에서 크는 아이 : 귀농귀촌 희망자들의 걸림독 자녀교육,임경수 저,비공,1,2025-07-01
1063,전자책,122527415,자기관리,마음 가는 대로 해라,앤드류 매튜스 저/김유경 역,데이원,1,2025-07-01
1064,전자책,125606867,자기관리,마음 근육 튼튼한 내가 되는 법,박상미 저,특별한서재,1,2025-07-01
1065,전자책,114299124,인문／사회,마음 드라이빙,임려원 저,지식과감성#,1,2025-07-01
1066,전자책,117101601,인문／사회,마음 아플 때 읽는 역사책,박은봉 저,서유재,1,2025-07-01
1067,전자책,124733221,자기관리,마음 지구력  : 삶의 경로를 재탐색하는 발칙한 끈기에 대한 이야기,윤홍균 저,21세기북스,2,2025-07-01
1068,전자책,124922972,인문／사회,마음 회복 수업,멜라니 그린버스 저/정지현 역,시공사,1,2025-07-01
1069,전자책,126940672,문학,마음생각 : 내 마음의 비밀 16가지,곽호순 저/봄울 그림,몰개,1,2025-07-01
1070,전자책,128243941,문학,마음속 나침반이 되어줄 42개 이야기,정영종 저,북랩,1,2025-07-01
1071,전자책,119556639,어린이/청소년,마음에도 문이 있어요?,에즈기 베르크 글/오즈누르 손메즈 그림/최진희 역,라이브리안,1,2025-07-01
1072,전자책,124494546,자기관리,마음을 움직이는 대화의 기술,박민수 저,시그마북스,1,2025-07-01
1073,전자책,126395585,문학,마음을 치유하는 부엌,우노 아오이 저/김현화 역,북플라자,1,2025-07-01
1074,전자책,126283772,문학,마음의 안부를 묻는 시간 : 불안으로부터 나를 지켜낸 25명 마음 치유 기록,윤주은 저,문예춘추사,1,2025-07-01
1075,전자책,121209645,인문／사회,마음이 아니라 뇌가 불안한 겁니다 : 최신 과학이 밝힌 뇌 유형별 회복 탄력의 비밀,다니엘 G. 에이멘 저/이은경 역,위즈덤하우스,2,2025-07-01
1076,전자책,125078767,가정과생활,마이 캠핑 레시피,캠핑퍼스트 저,꿈의지도,1,2025-07-01
1077,전자책,107979188,대학교재,마이어스의 심리학개론 (제13판),"David G. Myers,C. Nathan DeWall 공저/신현정,김비아 공역",시그마프레스,1,2025-07-01
1078,전자책,129604031,자기관리,마인드 박스,김익한 저,다산북스,2,2025-07-01
1079,전자책,114913673,어린이/청소년,마일로가 상상한 세상,맷 데 라 페냐 글/크리스티안 로빈슨 그림/김지은 역,북극곰,1,2025-07-01
1080,전자책,125661190,어린이/청소년,마지막 거인,프랑수아 플라스 글그림/윤정임 역,디자인하우스,1,2025-07-01
1081,전자책,121177948,인문／사회,"마지막 끈을 놓기 전에 : 자살의 원인부터 예방까지, 25년의 연구를 집대성한 자살에 관한 모든 것",로리 오코너 저/정지호 역/백종우 감수,심심,2,2025-07-01
1082,전자책,125403748,자기관리,마지막 몰입 (확장판) : 나를 넘어서는 힘,짐 퀵 저/김미정 역,비즈니스북스,1,2025-07-01
1083,전자책,119502288,문학,마지막 서커스,박송아 저,아시아,1,2025-07-01
1084,전자책,124832932,장르문학,마지막 증명,이하진 저,안전가옥,1,2025-07-01
1085,전자책,125216847,경제／경영,마케터의 무기들,초인 윤진호 저,예미,1,2025-07-01
1086,전자책,116482106,경제／경영,마케팅 설계자,러셀 브런슨 저/이경식 역,윌북(willbook),1,2025-07-01
1087,전자책,128134060,문학,마하고니시의 번영과 몰락,베르톨트 브레히트(Bertolt Brecht) 저김기선 역,지만지드라마,1,2025-07-01
1088,전자책,130416647,문학,마흔 둘 흙 수저 김미영 이야기 : 상처 입은 치유자가 당신에게 보내는 위로와 공감의 이야기,이은정 저,도서출판 별밤,1,2025-07-01
1089,전자책,126203946,문학,"마흔 살, 그 많던 친구들은 어디로 사라졌을까",빌리 베이커 저/김목인 역,열린책들,2,2025-07-01
1090,전자책,125327168,자기관리,"마흔, 라벨 떼고 다시 시작 : 재능, 환경, 한계를 뛰어넘어 최고의 나를 만나는 역주행 인생 공략법",강유정(유리쌤) 저,클랩북스,1,2025-07-01
1091,전자책,112605007,인문／사회,마흔에 읽는 니체 : 지금 이 순간을 살기 위한 철학 수업,장재형 저,유노북스,1,2025-07-01
1092,전자책,126950192,문학,마흔에는 고독을 받아쓰기로 했다 : 삶의 변곡점에서 필사하는 동서고금의 명문장,허연 저,생각정거장,1,2025-07-01
1093,전자책,126532212,자기관리,마흔의 시간,이수진 저,원앤원북스,1,2025-07-01
1094,전자책,126457853,자기관리,막노동 잡부는 대체 어떤 선택을 했길래 억대 연봉자가 되었나?,김정후 저,미다스북스(리틀미다스),1,2025-07-01
1095,전자책,126966693,문학,만남,강인숙 저,열림원,1,2025-07-01
1096,전자책,124490804,국어와외국어,만능 핵심 일본어 패턴 88 : 초보를 위한 일본어 회화 처방전,와카메센세 저,동양북스(동양books),1,2025-07-01
1097,전자책,125993228,자기관리,"만약 내일 죽는다면, 당신은 누구와 하루를 보낼 건가요?",나가마쓰 시게히사 저/윤지나 저,포르체,1,2025-07-01
1098,전자책,129587490,인문／사회,만일 나에게 단 한 번의 아침이 남아 있다면 : 오늘이 끝나기 전 반드시 깨달아야 할 것들,존 릴런드 저/최인하 역,북모먼트,1,2025-07-01
1099,전자책,130177746,인문／사회,만일 내가 그때 내 말을 들어줬더라면,나종호 저,다산북스,2,2025-07-01
1100,전자책,118267950,자연과과학,만일 물리학으로 세상을 볼 수 있다면,정창욱 저,콘택트,2,2025-07-01
1101,전자책,124820215,어린이/청소년,만화 한국 신화 4,"박정효 글/권수영,김기수 그림/이경덕 감수",다산어린이,2,2025-07-01
1102,전자책,124929129,자기관리,말 잘하는 리더? 잘 말하는 리더!,민승기 저,나비의활주로,1,2025-07-01
1103,전자책,114274068,국어와외국어,말과 글의 달인이 되는 법 : 우리말 어원 사전,조항범 저,태학사,1,2025-07-01
1104,전자책,125446197,자기관리,말은 마음에서 나옵니다 : 단단하게 나를 지키고 다정하게 소통하는 사람들의 비밀,김종원 저,오아시스,1,2025-07-01
1105,전자책,116974517,인문／사회,말을 부수는 말,이라영 저,한겨레출판,2,2025-07-01
1106,전자책,124645849,자기관리,말주변이 없어도 대화 잘하는 법,김영돈 저,다연,1,2025-07-01
1107,전자책,124516004,자기관리,"말하기가 능력이 될 때  : 회사에서의 성과, 관계, 이미지를 바꾸는 말하기 기술",이아름 저,프런티어,2,2025-07-01
1108,전자책,125801617,문학,"말하는 고양이 호섭 씨의 일일 : 즐겁고, 살짝 애잔한 성장 포토 에세이",김주영 저,미래의창,1,2025-07-01
